#Position (bp)	insert size
3.0952663465E9	0.0
3.095268566E9	87.5
3.0952706195E9	85.33333333333333
3.0952723265E9	0.0
3.0952838005E9	238.66666666666666
3.0952967465E9	247.5
3.095299555E9	214.5
3.0953008775E9	0.0
3.0953027375E9	217.0
3.0953043745E9	288.0
3.095311073E9	300.5
3.0953361175E9	0.0
3.095355552E9	142.0
3.0953574645E9	184.66666666666666
3.095360032E9	244.0
3.095361791E9	128.0
3.095363378E9	246.25
3.095365611E9	587.0
3.0953678415E9	185.2
3.095369933E9	310.5
3.095371677E9	269.75
3.09537289E9	0.0
3.0953743225E9	0.0
3.095375945E9	172.0
3.095572656E9	227.67950481430537
3.095769303E9	219.38152610441767
3.0957708065E9	256.1666666666667
3.0957736535E9	210.06364209199748
3.095822105E9	236.79310344827587
3.095924849E9	237.35875706214688
3.095983129E9	134.33333333333334
3.095986364E9	275.0
3.0959887305E9	275.25
3.0959909825E9	180.0
3.095993051E9	146.4
3.0959946765E9	117.0
3.096006671E9	209.23333333333332
3.0960870785E9	244.9378238341969
3.0961589785E9	316.4
3.096165879E9	276.5
3.096173123E9	285.3529411764706
3.09617898E9	253.3125
3.096183283E9	221.42857142857142
3.096185859E9	0.0
3.0961883E9	0.0
3.0961908755E9	118.0
3.096192456E9	154.0
3.096238607E9	230.12878787878788
3.0962848625E9	314.25
3.096286263E9	0.0
3.0962877625E9	320.4
3.096289947E9	284.5
3.096292208E9	272.2
3.0962965075E9	266.0
3.096315547E9	221.0
3.0963533005E9	260.1025641025641
3.09637788E9	230.92307692307693
3.096382479E9	230.0
3.0963879875E9	324.0
3.0963943185E9	269.8
3.096398918E9	442.0
3.0964033365E9	186.1818181818182
3.0964070605E9	224.05263157894737
3.0964084065E9	0.0
3.0964096105E9	0.0
3.096411644E9	216.71345029239765
3.0964135175E9	0.0
3.0964147555E9	0.0
3.0964161835E9	0.0
3.0964174105E9	154.09302325581396
3.096418484E9	161.94894146948943
3.096419946E9	0.0
3.096422275E9	155.0
3.0964254675E9	243.0
3.0964313925E9	151.5
3.0964360765E9	134.0
3.096437123E9	0.0
3.0964382945E9	0.0
3.096440137E9	136.0
3.096442099E9	0.0
3.096443439E9	175.0
3.0964449505E9	212.0
3.0964464985E9	0.0
3.0964475915E9	0.0
3.0964489705E9	0.0
3.0964506065E9	73.0
3.0964522235E9	0.0
3.0964537525E9	0.0
3.0964552355E9	0.0
3.09645655E9	0.0
3.0964580005E9	0.0
3.0964594605E9	0.0
3.096462063E9	188.0
3.0964647385E9	0.0
3.0964666345E9	0.0
3.0964687875E9	0.0
3.096470338E9	0.0
3.0964722525E9	247.0
3.096474844E9	0.0
3.0964802425E9	176.0
3.0964880595E9	350.0
3.0965833285E9	241.33532934131736
3.0967643755E9	223.98717948717947
3.0969348755E9	224.9305402425579
3.097105623E9	250.09677419354838
3.0972741855E9	246.28125
3.0973604055E9	296.04745762711866
3.097450029E9	246.14285714285714
3.0976374775E9	255.46363636363637
3.0978270425E9	226.18415417558887
3.097932224E9	253.05555555555554
3.0979864125E9	255.22857142857143
3.098119023E9	237.32258064516128
3.098265051E9	293.15625
3.098391091E9	256.5603448275862
3.0985448955E9	229.1504424778761
3.0986946915E9	240.69565217391303
3.098783935E9	0.0
3.0988292795E9	217.56410256410257
3.098880847E9	232.95652173913044
3.098919304E9	254.42857142857142
3.0989774605E9	257.3636363636364
3.099052881E9	236.53846153846155
3.0991573655E9	235.1968503937008
3.099319594E9	256.35470085470087
3.0995012675E9	170.4940594059406
3.099670145E9	238.6869918699187
3.09983663E9	224.89253393665157
